Ref Probe,,0,J2:TMP117,1,J2:Si7051,2,J2:AS6221,3,J2:ADT7422,4,J1:Si7051,5,J1:AS6221,6,J1:ADT7422
Rref,Tref,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value
1.000200749E+02,0.005173405635105155,297.436,-0.0078125,297.442,-0.11002441495656967,297.443,-0.015625,297.443,-0.0546875,297.45,-0.06712402403354645,297.45,-0.0078125,297.45,-0.0234375
1.000200618E+02,0.005140561450843961,297.5,-0.0078125,297.506,-0.09929931908845901,297.507,-0.015625,297.507,-0.0546875,297.514,-0.03494872897863388,297.514,-0.0078125,297.514,-0.0234375
1.000202555E+02,0.005626204117561429,297.564,-0.0078125,297.57,-0.11002441495656967,297.571,-0.0390625,297.571,-0.0546875,297.578,-0.045673828572034836,297.578,-0.0078125,297.578,-0.0234375
1.000203494E+02,0.005861629266860291,297.628,-0.0078125,297.634,-0.13147461414337158,297.635,-0.0390625,297.635,-0.0546875,297.642,-0.06712402403354645,297.642,-0.0078125,297.642,-0.0234375
1.000201372E+02,0.005329603554116602,297.692,-0.0078125,297.698,-0.12074951082468033,297.699,-0.0390625,297.699,-0.0546875,297.706,-0.045673828572034836,297.706,-0.0078125,297.706,-0.0390625
1.000201197E+02,0.00528572773345104,297.756,-0.0078125,297.762,-0.11002441495656967,297.763,-0.015625,297.763,-0.0546875,297.77,-0.06712402403354645,297.77,-0.0078125,297.77,-0.0390625
1.000203573E+02,0.005881436069387291,297.82,-0.0078125,297.826,-0.11002441495656967,297.827,-0.015625,297.827,-0.0546875,297.834,-0.06712402403354645,297.834,-0.0078125,297.834,-0.0390625
1.000201599E+02,0.005386516762428073,297.884,-0.0078125,297.89,-0.09929931908845901,297.891,-0.0234375,297.891,-0.0234375,297.898,-0.06712402403354645,297.898,-0.0078125,297.898,-0.0390625
1.000198068E+02,0.004501228158972026,297.948,-0.0078125,297.954,-0.11002441495656967,297.955,-0.0234375,297.955,-0.0234375,297.962,-0.05639892444014549,297.962,-0.0078125,297.962,-0.0390625
1.000200372E+02,0.005078884586623644,298.012,-0.0078125,298.018,-0.12074951082468033,298.019,-0.0234375,298.019,-0.0234375,298.026,-0.0778491199016571,298.026,-0.0078125,298.026,-0.0390625
1.000196698E+02,0.0041577432655799385,298.076,-0.0078125,298.082,-0.09929931908845901,298.083,-0.0390625,298.083,-0.0234375,298.09,-0.06712402403354645,298.09,-0.0078125,298.09,-0.0390625
1.000201807E+02,0.005438666311022189,298.14,-0.0078125,298.146,-0.13147461414337158,298.147,-0.0390625,298.147,-0.0390625,298.154,-0.045673828572034836,298.154,-0.0078125,298.154,-0.015625
1.000199957E+02,0.00497483622081063,298.204,-0.0078125,298.21,-0.12074951082468033,298.211,-0.0390625,298.211,-0.0390625,298.218,-0.06712402403354645,298.218,-0.0078125,298.218,-0.015625
1.000200918E+02,0.005215777140563205,298.268,-0.0078125,298.274,-0.12074951082468033,298.275,-0.0390625,298.275,-0.0390625,298.282,-0.06712402403354645,298.282,-0.0078125,298.282,-0.015625
1.000200501E+02,0.005111227332463386,298.332,-0.0078125,298.338,-0.09929931908845901,298.339,-0.0390625,298.339,-0.0546875,298.346,-0.05639892444014549,298.346,-0.0078125,298.346,-0.015625
1.000200363E+02,0.0050766281160008475,298.396,-0.0078125,298.402,-0.09929931908845901,298.403,-0.015625,298.403,-0.0546875,298.41,-0.0778491199016571,298.41,-0.0078125,298.41,-0.0234375
1.000199615E+02,0.004889090341123392,298.46,-0.0078125,298.466,-0.08857421576976776,298.467,-0.015625,298.467,-0.0546875,298.474,-0.06712402403354645,298.474,-0.0078125,298.474,-0.0234375
1.000201687E+02,0.005408580032849386,298.524,-0.0078125,298.53,-0.11002441495656967,298.531,-0.015625,298.531,-0.0546875,298.538,-0.06712402403354645,298.538,-0.0078125,298.538,-0.0234375
1.000201988E+02,0.005484046447691071,298.588,-0.0078125,298.594,-0.09929931908845901,298.595,-0.015625,298.595,-0.0390625,298.602,-0.045673828572034836,298.602,-0.0078125,298.602,-0.046875
1.012080950E+02,2.9851245993768316,1208.816,-0.0078125,1208.822,2.8715527057647705,1208.823,2.953125,1208.823,2.9453125,1208.83,2.9037280082702637,1208.83,-0.0078125,1208.831,2.9765625
1.012076251E+02,2.9839453954310784,1208.881,-0.0078125,1208.887,2.860827684402466,1208.888,2.9609375,1208.888,2.9453125,1208.895,2.9037280082702637,1208.895,-0.0078125,1208.896,2.9765625
1.012078123E+02,2.9844151697546977,1208.946,-0.0078125,1208.952,2.850102424621582,1208.953,2.9609375,1208.953,2.9609375,1208.96,2.9144530296325684,1208.96,-0.0078125,1208.96,2.9765625
1.012079744E+02,2.9848219562294958,1209.011,-0.0078125,1209.017,2.882277727127075,1209.018,2.953125,1209.018,2.9609375,1209.025,2.9144530296325684,1209.025,-0.0078125,1209.025,2.9765625
1.012078726E+02,2.9845664913059977,1209.076,-0.0078125,1209.082,2.8715527057647705,1209.083,2.953125,1209.083,2.9609375,1209.09,2.9144530296325684,1209.09,-0.0078125,1209.09,2.9609375
1.012079475E+02,2.984754451252627,1209.141,-0.0078125,1209.147,2.8715527057647705,1209.148,2.953125,1209.148,2.9609375,1209.155,2.925178289413452,1209.155,-0.0078125,1209.155,2.9609375
1.012077132E+02,2.9841664804542347,1209.206,-0.0078125,1209.212,2.860827684402466,1209.213,2.9609375,1209.213,2.96875,1209.22,2.9144530296325684,1209.22,-0.0078125,1209.221,2.9609375
1.012077399E+02,2.9842334835231554,1209.271,-0.0078125,1209.277,2.882277727127075,1209.278,2.9609375,1209.278,2.96875,1209.285,2.935903310775757,1209.285,-0.0078125,1209.285,2.9609375
1.012079513E+02,2.984763987271606,1209.336,-0.0078125,1209.342,2.882277727127075,1209.343,2.953125,1209.343,2.96875,1209.35,2.935903310775757,1209.35,-0.0078125,1209.351,2.9296875
1.012076433E+02,2.983991067931754,1209.401,-0.0078125,1209.407,2.8715527057647705,1209.408,2.953125,1209.408,2.96875,1209.415,2.935903310775757,1209.415,-0.0078125,1209.415,2.9296875
1.012080707E+02,2.985063619038897,1209.466,-0.0078125,1209.472,2.882277727127075,1209.473,2.953125,1209.473,2.9453125,1209.48,2.9144530296325684,1209.48,-0.0078125,1209.481,2.9296875
1.012082402E+02,2.985488975740793,1209.531,-0.0078125,1209.537,2.860827684402466,1209.538,2.96875,1209.538,2.9453125,1209.545,2.925178289413452,1209.545,-0.0078125,1209.545,2.9609375
1.012081756E+02,2.9853268633866037,1209.596,-0.0078125,1209.602,2.882277727127075,1209.603,2.96875,1209.603,2.9453125,1209.61,2.935903310775757,1209.61,-0.0078125,1209.61,2.9609375
1.012081547E+02,2.9852744152736364,1209.661,-0.0078125,1209.667,2.860827684402466,1209.668,2.9609375,1209.668,2.9375,1209.675,2.9144530296325684,1209.675,-0.0078125,1209.676,2.9609375
1.012080326E+02,2.9849680078941674,1209.726,-0.0078125,1209.732,2.882277727127075,1209.733,2.9609375,1209.733,2.9375,1209.74,2.9144530296325684,1209.74,-0.0078125,1209.74,2.9609375
1.012076960E+02,2.98412331742918,1209.791,-0.0078125,1209.797,2.860827684402466,1209.798,2.9609375,1209.798,2.9375,1209.805,2.9144530296325684,1209.805,-0.0078125,1209.806,2.953125
1.012078281E+02,2.984454819513701,1209.856,-0.0078125,1209.862,2.860827684402466,1209.863,2.953125,1209.863,2.9375,1209.87,2.935903310775757,1209.87,-0.0078125,1209.871,2.953125
1.012077927E+02,2.984365983978307,1209.921,-0.0078125,1209.927,2.8715527057647705,1209.928,2.953125,1209.928,2.9140625,1209.935,2.9144530296325684,1209.935,-0.0078125,1209.936,2.953125
1.012077297E+02,2.984207886845013,1209.986,-0.0078125,1209.992,2.850102424621582,1209.993,2.9375,1209.993,2.9140625,1210.0,2.935903310775757,1210.0,-0.0078125,1210.001,2.953125
1.024039089E+02,5.9873740964337685,2012.466,-0.0078125,2012.472,5.853129863739014,2012.473,5.9609375,2012.473,5.9140625,2012.48,5.938930511474609,2012.48,-0.0078125,2012.481,5.8984375
1.024038552E+02,5.987239213467376,2012.531,-0.0078125,2012.537,5.842404842376709,2012.538,5.9609375,2012.538,5.9453125,2012.545,5.91748046875,2012.545,-0.0078125,2012.546,5.8984375
1.024037875E+02,5.987069165489913,2012.596,-0.0078125,2012.602,5.874579906463623,2012.603,5.96875,2012.603,5.9453125,2012.61,5.928205490112305,2012.61,-0.0078125,2012.611,5.9375
1.024036574E+02,5.986742382030627,2012.661,-0.0078125,2012.667,5.863854885101318,2012.668,5.96875,2012.668,5.9453125,2012.675,5.91748046875,2012.675,-0.0078125,2012.676,5.9375
1.024035923E+02,5.986578864723981,2012.726,-0.0078125,2012.732,5.885305404663086,2012.733,5.9609375,2012.733,5.9453125,2012.74,5.906755447387695,2012.74,-0.0078125,2012.741,5.9375
1.024034559E+02,5.986236257060284,2012.791,-0.0078125,2012.797,5.874579906463623,2012.798,5.9609375,2012.798,5.90625,2012.805,5.91748046875,2012.805,-0.0078125,2012.806,5.9375
1.024036110E+02,5.9866258351322585,2012.856,-0.0078125,2012.862,5.885305404663086,2012.863,5.9609375,2012.863,5.90625,2012.87,5.91748046875,2012.87,-0.0078125,2012.871,5.9375
1.024036928E+02,5.986831299279231,2012.921,-0.0078125,2012.927,5.874579906463623,2012.928,5.953125,2012.928,5.90625,2012.935,5.928205490112305,2012.935,-0.0078125,2012.936,5.9375
1.024037144E+02,5.986885553872696,2012.986,-0.0078125,2012.992,5.874579906463623,2012.993,5.953125,2012.993,5.90625,2013.0,5.91748046875,2013.0,-0.0078125,2013.001,5.9375
1.024036578E+02,5.986743386745388,2013.051,-0.0078125,2013.057,5.853129863739014,2013.058,5.9609375,2013.058,5.9453125,2013.065,5.91748046875,2013.065,-0.0078125,2013.066,5.9140625
1.024037987E+02,5.987097297503283,2013.116,-0.0078125,2013.122,5.853129863739014,2013.123,5.9609375,2013.123,5.9453125,2013.13,5.928205490112305,2013.13,-0.0078125,2013.131,5.9140625
1.024037496E+02,5.986973968767813,2013.181,-0.0078125,2013.187,5.853129863739014,2013.188,5.9609375,2013.188,5.9453125,2013.195,5.938930511474609,2013.195,-0.0078125,2013.196,5.9140625
1.024036539E+02,5.986733590777419,2013.246,-0.0078125,2013.252,5.874579906463623,2013.253,5.9609375,2013.253,5.921875,2013.26,5.938930511474609,2013.26,-0.0078125,2013.261,5.9140625
1.024035424E+02,5.986453526578941,2013.311,-0.0078125,2013.317,5.853129863739014,2013.318,5.9609375,2013.318,5.921875,2013.325,5.928205490112305,2013.325,-0.0078125,2013.326,5.9140625
1.024033775E+02,5.986039333023655,2013.376,-0.0078125,2013.382,5.885305404663086,2013.383,5.9609375,2013.383,5.921875,2013.39,5.91748046875,2013.39,-0.0078125,2013.391,5.9140625
1.024034284E+02,5.986167182938971,2013.441,-0.0078125,2013.447,5.863854885101318,2013.448,5.9609375,2013.448,5.921875,2013.455,5.928205490112305,2013.455,-0.0078125,2013.456,5.9140625
1.024034718E+02,5.986276194462107,2013.506,-0.0078125,2013.512,5.874579906463623,2013.513,5.9609375,2013.513,5.9453125,2013.52,5.91748046875,2013.52,-0.0078125,2013.521,5.9453125
1.024032355E+02,5.985682659415772,2013.571,-0.0078125,2013.577,5.863854885101318,2013.578,5.96875,2013.578,5.9453125,2013.585,5.896030426025391,2013.585,-0.0078125,2013.586,5.9453125
1.024036221E+02,5.9866537159632,2013.636,-0.0078125,2013.642,5.874579906463623,2013.643,5.96875,2013.643,5.9453125,2013.65,5.91748046875,2013.65,-0.0078125,2013.651,5.9453125
1.035929709E+02,8.9754112266383,2904.166,-0.0078125,2904.172,8.86688232421875,2904.173,8.9453125,2904.173,8.9375,2904.18,8.899057388305664,2904.18,-0.0078125,2904.181,8.921875
1.035928645E+02,8.975143727872535,2904.231,-0.0078125,2904.237,8.856157302856445,2904.238,8.9375,2904.238,8.9375,2904.245,8.899057388305664,2904.245,-0.0078125,2904.246,8.921875
1.035926762E+02,8.974670325505087,2904.296,-0.0078125,2904.302,8.84543228149414,2904.303,8.9375,2904.303,8.9375,2904.31,8.920507431030273,2904.31,-0.0078125,2904.311,8.921875
1.035927331E+02,8.97481337698332,2904.361,-0.0078125,2904.367,8.84543228149414,2904.368,8.9375,2904.368,8.9375,2904.375,8.909782409667969,2904.375,-0.0078125,2904.376,8.9375
1.035927546E+02,8.97486742982818,2904.426,-0.0078125,2904.432,8.86688232421875,2904.433,8.953125,2904.433,8.9375,2904.44,8.920507431030273,2904.44,-0.0078125,2904.441,8.9375
1.035926956E+02,8.97471909876765,2904.491,-0.0078125,2904.497,8.856157302856445,2904.498,8.953125,2904.498,8.9375,2904.505,8.899057388305664,2904.505,-0.0078125,2904.506,8.9375
1.035926983E+02,8.974725886799092,2904.556,-0.0078125,2904.562,8.856157302856445,2904.563,8.9375,2904.563,8.9375,2904.57,8.88833236694336,2904.57,-0.0078125,2904.571,8.9375
1.035931934E+02,8.975970610876402,2904.621,-0.0078125,2904.627,8.856157302856445,2904.628,8.9375,2904.628,8.9375,2904.635,8.899057388305664,2904.635,-0.0078125,2904.636,8.9453125
1.035929745E+02,8.975420277348803,2904.686,-0.0078125,2904.692,8.86688232421875,2904.693,8.9375,2904.693,8.9140625,2904.7,8.909782409667969,2904.7,-0.0078125,2904.701,8.9453125
1.035929746E+02,8.975420528757525,2904.751,-0.0078125,2904.757,8.856157302856445,2904.758,8.9453125,2904.758,8.9140625,2904.765,8.909782409667969,2904.765,-0.0078125,2904.766,8.9453125
1.035926915E+02,8.974708791016212,2904.816,-0.0078125,2904.822,8.86688232421875,2904.823,8.9453125,2904.823,8.9140625,2904.83,8.920507431030273,2904.83,-0.0078125,2904.831,8.9453125
1.035926752E+02,8.974667811419522,2904.881,-0.0078125,2904.887,8.84543228149414,2904.888,8.9609375,2904.888,8.8984375,2904.895,8.899057388305664,2904.895,-0.0078125,2904.896,8.9453125
1.035930328E+02,8.975566848580854,2904.946,-0.0078125,2904.952,8.877607345581055,2904.953,8.9609375,2904.953,8.8984375,2904.96,8.909782409667969,2904.96,-0.0078125,2904.961,8.9453125
1.035925841E+02,8.97443877822235,2905.011,-0.0078125,2905.017,8.84543228149414,2905.018,8.9609375,2905.018,8.8984375,2905.025,8.899057388305664,2905.025,-0.0078125,2905.026,8.9453125
1.035925855E+02,8.974442297942176,2905.076,-0.0078125,2905.082,8.877607345581055,2905.083,8.9453125,2905.083,8.8984375,2905.09,8.899057388305664,2905.09,-0.0078125,2905.091,8.953125
1.035927498E+02,8.97485536221626,2905.141,-0.0078125,2905.147,8.88833236694336,2905.148,8.9453125,2905.148,8.90625,2905.155,8.920507431030273,2905.155,-0.0078125,2905.156,8.953125
1.035928824E+02,8.97518873001303,2905.206,-0.0078125,2905.212,8.86688232421875,2905.213,8.9609375,2905.213,8.90625,2905.22,8.920507431030273,2905.22,-0.0078125,2905.221,8.953125
1.035930924E+02,8.97571668813174,2905.271,-0.0078125,2905.277,8.877607345581055,2905.278,8.9609375,2905.278,8.90625,2905.285,8.899057388305664,2905.285,-0.0078125,2905.286,8.953125
1.035926368E+02,8.97457127053093,2905.336,-0.0078125,2905.342,8.86688232421875,2905.343,8.9609375,2905.343,8.90625,2905.35,8.909782409667969,2905.35,-0.0078125,2905.351,8.9375
1.047882671E+02,11.981872264296271,3552.566,-0.0078125,3552.572,11.880634307861328,3552.573,11.9765625,3552.573,11.921875,3552.58,11.89136028289795,3552.58,-0.0078125,3552.581,11.9375
1.047883971E+02,11.982199396509372,3552.631,-0.0078125,3552.637,11.880634307861328,3552.638,11.9765625,3552.638,11.9296875,3552.645,11.89136028289795,3552.645,-0.0078125,3552.646,11.9609375
1.047883623E+02,11.982111825729078,3552.696,-0.0078125,3552.702,11.880634307861328,3552.703,11.9765625,3552.703,11.9296875,3552.71,11.912810325622559,3552.71,-0.0078125,3552.711,11.9609375
1.047883731E+02,11.982139002867541,3552.761,-0.0078125,3552.767,11.859184265136719,3552.768,11.9453125,3552.768,11.9296875,3552.775,11.902085304260254,3552.775,-0.0078125,3552.776,11.9609375
1.047885477E+02,11.982578366637085,3552.826,-0.0078125,3552.832,11.869909286499023,3552.833,11.9453125,3552.833,11.9296875,3552.84,11.902085304260254,3552.84,-0.0078125,3552.841,11.9453125
1.047883734E+02,11.982139757788048,3552.891,-0.0078125,3552.897,11.902085304260254,3552.898,11.9453125,3552.898,11.9375,3552.905,11.923535346984863,3552.905,-0.0078125,3552.906,11.9453125
1.047884938E+02,11.982442732569098,3552.956,-0.0078125,3552.962,11.880634307861328,3552.963,11.9921875,3552.963,11.9375,3552.97,11.912810325622559,3552.97,-0.0078125,3552.971,11.9453125
1.047887279E+02,11.983031822319276,3553.021,-0.0078125,3553.027,11.859184265136719,3553.028,11.9921875,3553.028,11.9375,3553.035,11.934260368347168,3553.035,-0.0078125,3553.036,11.9453125
1.047887446E+02,11.983073846239733,3553.086,-0.0078125,3553.092,11.848459243774414,3553.093,11.96875,3553.093,11.953125,3553.1,11.912810325622559,3553.1,-0.0078125,3553.101,11.921875
1.047888393E+02,11.98331214955931,3553.151,-0.0078125,3553.157,11.89136028289795,3553.158,11.96875,3553.158,11.953125,3553.165,11.923535346984863,3553.165,-0.0078125,3553.166,11.921875
1.047887606E+02,11.983114108678933,3553.216,-0.0078125,3553.222,11.880634307861328,3553.223,11.96875,3553.223,11.953125,3553.23,11.912810325622559,3553.23,-0.0078125,3553.231,11.921875
1.047887733E+02,11.983146066990571,3553.281,-0.0078125,3553.287,11.859184265136719,3553.288,11.953125,3553.288,11.953125,3553.295,11.902085304260254,3553.295,-0.0078125,3553.296,11.921875
1.047887124E+02,11.98299281808221,3553.346,-0.0078125,3553.352,11.880634307861328,3553.353,11.953125,3553.353,11.8984375,3553.36,11.912810325622559,3553.36,-0.0078125,3553.361,11.953125
1.047887069E+02,11.982978977869095,3553.411,-0.0078125,3553.417,11.869909286499023,3553.418,11.9453125,3553.418,11.8984375,3553.425,11.912810325622559,3553.425,-0.0078125,3553.426,11.953125
1.047887533E+02,11.98309573894096,3553.476,-0.0078125,3553.482,11.869909286499023,3553.483,11.9453125,3553.483,11.8984375,3553.49,11.934260368347168,3553.49,-0.0078125,3553.491,11.953125
1.047882620E+02,11.98185943064857,3553.541,-0.0078125,3553.547,11.880634307861328,3553.548,11.9453125,3553.548,11.8984375,3553.555,11.923535346984863,3553.555,-0.0078125,3553.556,11.953125
1.047885121E+02,11.98248878272517,3553.606,-0.0078125,3553.612,11.880634307861328,3553.613,11.9765625,3553.613,11.921875,3553.62,11.902085304260254,3553.62,-0.0078125,3553.621,11.96875
1.047886128E+02,11.982742184415088,3553.671,-0.0078125,3553.677,11.869909286499023,3553.678,11.9765625,3553.678,11.921875,3553.685,11.934260368347168,3553.685,-0.0078125,3553.686,11.96875
1.047886731E+02,11.982893923470328,3553.736,-0.0078125,3553.742,11.89136028289795,3553.743,11.9765625,3553.743,11.921875,3553.75,11.902085304260254,3553.75,-0.0078125,3553.751,11.96875
1.059781308E+02,14.977420315512234,4601.716,-0.0078125,4601.722,14.862212181091309,4601.723,14.953125,4601.723,14.9296875,4601.73,14.915837287902832,4601.73,-0.0078125,4601.731,14.953125
1.059783050E+02,14.977859074900778,4601.781,-0.0078125,4601.787,14.862212181091309,4601.788,14.953125,4601.788,14.9296875,4601.795,14.905112266540527,4601.795,-0.0078125,4601.796,14.953125
1.059784649E+02,14.978261816779593,4601.846,-0.0078125,4601.852,14.872937202453613,4601.853,14.953125,4601.853,14.9296875,4601.86,14.894387245178223,4601.86,-0.0078125,4601.861,14.953125
1.059784201E+02,14.97814897852453,4601.911,-0.0078125,4601.917,14.862212181091309,4601.918,14.96875,4601.918,14.9296875,4601.925,14.905112266540527,4601.925,-0.0078125,4601.926,14.9296875
1.059783835E+02,14.978056793703104,4601.976,-0.0078125,4601.982,14.851487159729004,4601.983,14.96875,4601.983,14.9296875,4601.99,14.894387245178223,4601.99,-0.0078125,4601.991,14.9296875
1.059781689E+02,14.977516278381529,4602.041,-0.0078125,4602.047,14.851487159729004,4602.048,14.953125,4602.048,14.9296875,4602.055,14.894387245178223,4602.055,-0.0078125,4602.056,14.9296875
1.059784273E+02,14.978167113243899,4602.106,-0.0078125,4602.112,14.883662223815918,4602.113,14.953125,4602.113,14.9296875,4602.12,14.905112266540527,4602.12,-0.0078125,4602.121,14.9296875
1.059782422E+02,14.977700899867557,4602.171,-0.0078125,4602.177,14.883662223815918,4602.178,14.953125,4602.178,14.9296875,4602.185,14.915837287902832,4602.185,-0.0078125,4602.186,14.9375
1.059784167E+02,14.978140414907159,4602.236,-0.0078125,4602.242,14.872937202453613,4602.243,14.9609375,4602.243,14.9296875,4602.25,14.905112266540527,4602.25,-0.0078125,4602.251,14.9375
1.059786216E+02,14.97865649883147,4602.301,-0.0078125,4602.307,14.851487159729004,4602.308,14.9609375,4602.308,14.9296875,4602.315,14.926562309265137,4602.315,-0.0078125,4602.316,14.9375
1.059784938E+02,14.978334607530883,4602.366,-0.0078125,4602.372,14.872937202453613,4602.373,14.9609375,4602.373,14.921875,4602.38,14.905112266540527,4602.38,-0.0078125,4602.381,14.9453125
1.059784337E+02,14.978183232994354,4602.431,-0.0078125,4602.437,14.872937202453613,4602.438,14.9609375,4602.438,14.921875,4602.445,14.915837287902832,4602.445,-0.0078125,4602.446,14.9453125
1.059778299E+02,14.976662435627986,4602.496,-0.0078125,4602.502,14.8407621383667,4602.503,14.9609375,4602.503,14.921875,4602.51,14.905112266540527,4602.51,-0.0078125,4602.511,14.9453125
1.059784177E+02,14.978142933618187,4602.561,-0.0078125,4602.567,14.872937202453613,4602.568,14.9609375,4602.568,14.921875,4602.575,14.915837287902832,4602.575,-0.0078125,4602.576,14.9453125
1.059785303E+02,14.97842654048901,4602.626,-0.0078125,4602.632,14.872937202453613,4602.633,14.9609375,4602.633,14.9375,4602.64,14.915837287902832,4602.64,-0.0078125,4602.641,14.9375
1.059781062E+02,14.977358355235936,4602.691,-0.0078125,4602.697,14.894387245178223,4602.698,14.953125,4602.698,14.9375,4602.705,14.905112266540527,4602.705,-0.0078125,4602.706,14.9375
1.059781419E+02,14.97744827319832,4602.756,-0.0078125,4602.762,14.862212181091309,4602.763,14.953125,4602.763,14.9375,4602.77,14.905112266540527,4602.77,-0.0078125,4602.771,14.9375
1.059780295E+02,14.977165170154365,4602.821,-0.0078125,4602.827,14.883662223815918,4602.828,14.953125,4602.828,14.921875,4602.835,14.894387245178223,4602.835,-0.0078125,4602.836,14.9375
1.059783771E+02,14.97804067395316,4602.886,-0.0078125,4602.892,14.872937202453613,4602.893,14.9609375,4602.893,14.921875,4602.9,14.905112266540527,4602.9,-0.0078125,4602.901,14.9609375
1.071770664E+02,17.998588769655612,5317.916,-0.0078125,5317.922,17.886690139770508,5317.923,17.984375,5317.923,17.953125,5317.93,17.908140182495117,5317.93,-0.0078125,5317.931,17.9609375
1.071768998E+02,17.99816876420101,5317.981,-0.0078125,5317.987,17.875965118408203,5317.988,17.984375,5317.988,17.953125,5317.995,17.908140182495117,5317.995,-0.0078125,5317.996,17.9609375
1.071765072E+02,17.997179003661415,5318.046,-0.0078125,5318.052,17.897415161132812,5318.053,17.984375,5318.053,17.90625,5318.06,17.918865203857422,5318.06,-0.0078125,5318.061,17.9609375
1.071767701E+02,17.997841785202013,5318.111,-0.0078125,5318.117,17.897415161132812,5318.118,17.9609375,5318.118,17.90625,5318.125,17.908140182495117,5318.125,-0.0078125,5318.126,17.9609375
1.071766316E+02,17.997492621079573,5318.176,-0.0078125,5318.182,17.886690139770508,5318.183,17.9609375,5318.183,17.90625,5318.19,17.897415161132812,5318.19,-0.0078125,5318.191,17.9609375
1.071765121E+02,17.99719135675855,5318.241,-0.0078125,5318.247,17.875965118408203,5318.248,17.984375,5318.248,17.90625,5318.255,17.918865203857422,5318.255,-0.0078125,5318.256,17.9609375
1.071764933E+02,17.997143961202596,5318.306,-0.0078125,5318.312,17.886690139770508,5318.313,17.984375,5318.313,17.921875,5318.32,17.929590225219727,5318.32,-0.0078125,5318.321,17.953125
1.071764321E+02,17.996989673546523,5318.371,-0.0078125,5318.377,17.886690139770508,5318.378,17.984375,5318.378,17.921875,5318.385,17.94031524658203,5318.385,-0.0078125,5318.386,17.953125
1.071762675E+02,17.996574710377047,5318.436,-0.0078125,5318.442,17.886690139770508,5318.443,17.9765625,5318.443,17.921875,5318.45,17.918865203857422,5318.45,-0.0078125,5318.451,17.953125
1.071758071E+02,17.995414023881665,5318.501,-0.0078125,5318.507,17.908140182495117,5318.508,17.9765625,5318.508,17.921875,5318.515,17.918865203857422,5318.515,-0.0078125,5318.516,17.9765625
1.071763465E+02,17.996773872523534,5318.566,-0.0078125,5318.572,17.8652400970459,5318.573,17.9609375,5318.573,17.953125,5318.58,17.918865203857422,5318.58,-0.0078125,5318.581,17.9765625
1.071760860E+02,17.996117141694242,5318.631,-0.0078125,5318.637,17.897415161132812,5318.638,17.9609375,5318.638,17.953125,5318.645,17.94031524658203,5318.645,-0.0078125,5318.646,17.9765625
1.071762614E+02,17.996559332034565,5318.696,-0.0078125,5318.702,17.897415161132812,5318.703,17.9609375,5318.703,17.953125,5318.71,17.94031524658203,5318.71,-0.0078125,5318.711,17.9765625
1.071758218E+02,17.995451083153,5318.761,-0.0078125,5318.767,17.897415161132812,5318.768,17.984375,5318.768,17.953125,5318.775,17.94031524658203,5318.775,-0.0078125,5318.776,17.9765625
1.071756213E+02,17.994945614895926,5318.826,-0.0078125,5318.832,17.8652400970459,5318.833,17.984375,5318.833,17.9453125,5318.84,17.897415161132812,5318.84,-0.0078125,5318.841,17.9765625
1.071751548E+02,17.993769550650086,5318.891,-0.0078125,5318.897,17.886690139770508,5318.898,17.9765625,5318.898,17.9453125,5318.905,17.897415161132812,5318.905,-0.0078125,5318.906,17.9765625
1.071752401E+02,17.993984595163226,5318.956,-0.0078125,5318.962,17.886690139770508,5318.963,17.9765625,5318.963,17.9453125,5318.97,17.908140182495117,5318.97,-0.0078125,5318.971,17.9765625
1.071754326E+02,17.99446989496664,5319.021,-0.0078125,5319.027,17.897415161132812,5319.028,17.9765625,5319.028,17.90625,5319.035,17.929590225219727,5319.035,-0.0078125,5319.036,17.9453125
1.071752643E+02,17.99404560427746,5319.086,-0.0078125,5319.092,17.897415161132812,5319.093,17.9765625,5319.093,17.90625,5319.1,17.929590225219727,5319.1,-0.0078125,5319.101,17.9453125
1.083570529E+02,20.97473906884852,6115.616,-0.0078125,6115.622,20.878992080688477,6115.623,20.9609375,6115.623,20.90625,6115.63,20.91116714477539,6115.63,-0.0078125,6115.631,20.953125
1.083565580E+02,20.973490268283967,6115.681,-0.0078125,6115.687,20.857542037963867,6115.688,20.9609375,6115.688,20.90625,6115.695,20.91116714477539,6115.695,-0.0078125,6115.696,20.953125
